HearingID,Date,CourtID,CaseType,Mode,DurationMinutes,Adjourned,TechIssue
HRG-06213,2025-10-14,CT1,Commercial,Virtual,29,N,N
HRG-06214,2025-10-14,CT1,Civil,Hybrid,50,N,N
HRG-06215,2025-10-14,CT1,Criminal,In-person,62,N,N
HRG-06216,2025-10-14,CT2,Criminal,In-person,58,N,N
HRG-06217,2025-10-14,CT2,Appeal,In-person,47,N,N
HRG-06218,2025-10-14,CT2,Family,In-person,57,N,N
HRG-06219,2025-10-14,CT2,Criminal,Virtual,28,N,N
HRG-06220,2025-10-14,CT2,Civil,In-person,61,Y,N
HRG-06221,2025-10-14,CT2,Family,In-person,34,N,N
HRG-06222,2025-10-14,CT2,Civil,In-person,43,N,N
HRG-06223,2025-10-14,CT2,Commercial,Hybrid,77,N,N
HRG-06224,2025-10-14,CT2,Criminal,Virtual,37,N,N
HRG-06225,2025-10-14,CT2,Criminal,In-person,42,Y,N
HRG-06226,2025-10-14,CT3,Criminal,In-person,24,N,N
HRG-06227,2025-10-14,CT3,Commercial,In-person,87,N,N
HRG-06228,2025-10-14,CT3,Commercial,In-person,33,Y,N
HRG-06229,2025-10-14,CT3,Civil,Virtual,49,Y,Y
HRG-06230,2025-10-14,CT3,Civil,Virtual,55,N,N
HRG-06231,2025-10-14,CT3,Civil,Virtual,15,Y,Y
HRG-06232,2025-10-14,CT3,Civil,In-person,49,N,N
HRG-06233,2025-10-14,CT3,Criminal,In-person,61,N,N
HRG-06234,2025-10-14,CT3,Criminal,In-person,10,N,N
HRG-06235,2025-10-14,CT3,Family,In-person,64,N,N
HRG-06236,2025-10-14,CT3,Criminal,In-person,46,N,N
HRG-06237,2025-10-14,CT3,Appeal,Virtual,21,N,N
HRG-06238,2025-10-14,CT3,Civil,In-person,64,N,N
HRG-06239,2025-10-15,CT1,Civil,In-person,48,N,N
HRG-06240,2025-10-15,CT1,Civil,Virtual,40,N,N
HRG-06241,2025-10-15,CT1,Criminal,Virtual,43,N,N
HRG-06242,2025-10-15,CT1,Commercial,Virtual,42,Y,Y
HRG-06243,2025-10-15,CT1,Commercial,Virtual,62,N,N
HRG-06244,2025-10-15,CT1,Civil,In-person,32,Y,N
HRG-06245,2025-10-15,CT1,Civil,In-person,47,N,N
HRG-06246,2025-10-15,CT1,Family,Virtual,35,N,N
HRG-06247,2025-10-15,CT1,Civil,Virtual,50,N,Y
HRG-06248,2025-10-15,CT1,Family,Virtual,11,N,N
HRG-06249,2025-10-15,CT1,Commercial,In-person,31,N,N
HRG-06250,2025-10-15,CT1,Criminal,Hybrid,24,Y,N
HRG-06251,2025-10-15,CT1,Commercial,Virtual,33,N,N
HRG-06252,2025-10-15,CT1,Appeal,Virtual,26,N,N
HRG-06253,2025-10-15,CT1,Civil,In-person,41,N,N
HRG-06254,2025-10-15,CT1,Commercial,Virtual,53,N,N
HRG-06255,2025-10-15,CT1,Appeal,In-person,51,N,N
HRG-06256,2025-10-15,CT2,Criminal,In-person,53,N,N
HRG-06257,2025-10-15,CT2,Civil,Virtual,18,N,N
HRG-06258,2025-10-15,CT2,Family,In-person,51,N,N
HRG-06259,2025-10-15,CT2,Appeal,In-person,42,Y,N
HRG-06260,2025-10-15,CT2,Civil,Virtual,10,N,N
HRG-06261,2025-10-15,CT2,Criminal,Virtual,13,N,N
HRG-06262,2025-10-15,CT2,Civil,In-person,52,Y,N
HRG-06263,2025-10-15,CT2,Criminal,Virtual,34,N,N
HRG-06264,2025-10-15,CT2,Criminal,In-person,54,N,N
HRG-06265,2025-10-15,CT2,Criminal,In-person,23,N,N
HRG-06266,2025-10-15,CT3,Family,Virtual,43,N,N
HRG-06267,2025-10-15,CT3,Family,In-person,49,Y,N
HRG-06268,2025-10-15,CT3,Civil,In-person,62,N,N
HRG-06269,2025-10-15,CT3,Civil,In-person,68,N,N
HRG-06270,2025-10-15,CT3,Civil,Hybrid,62,Y,N
HRG-06271,2025-10-15,CT3,Criminal,Virtual,37,N,Y
HRG-06272,2025-10-15,CT3,Civil,In-person,29,N,N
HRG-06273,2025-10-15,CT3,Family,In-person,61,N,N
HRG-06274,2025-10-15,CT3,Civil,In-person,41,N,N
HRG-06275,2025-10-15,CT3,Civil,In-person,54,Y,N
HRG-06276,2025-10-15,CT3,Civil,In-person,48,Y,N
HRG-06277,2025-10-16,CT1,Civil,Virtual,10,N,N
HRG-06278,2025-10-16,CT1,Civil,In-person,49,Y,N
HRG-06279,2025-10-16,CT1,Family,In-person,69,N,N
HRG-06280,2025-10-16,CT1,Criminal,In-person,41,Y,N
HRG-06281,2025-10-16,CT1,Commercial,In-person,42,N,N
HRG-06282,2025-10-16,CT1,Criminal,In-person,43,Y,N
HRG-06283,2025-10-16,CT1,Commercial,In-person,49,N,N
HRG-06284,2025-10-16,CT1,Civil,In-person,51,N,N
HRG-06285,2025-10-16,CT1,Civil,In-person,41,N,N
HRG-06286,2025-10-16,CT1,Criminal,Virtual,25,Y,Y
HRG-06287,2025-10-16,CT1,Appeal,In-person,49,N,N
HRG-06288,2025-10-16,CT1,Civil,Virtual,42,N,N
HRG-06289,2025-10-16,CT1,Civil,In-person,54,Y,N
HRG-06290,2025-10-16,CT1,Criminal,Hybrid,58,N,N
HRG-06291,2025-10-16,CT2,Civil,In-person,49,N,N
HRG-06292,2025-10-16,CT2,Family,In-person,32,N,N
HRG-06293,2025-10-16,CT2,Criminal,In-person,53,N,N
HRG-06294,2025-10-16,CT2,Criminal,Virtual,51,N,N
HRG-06295,2025-10-16,CT2,Criminal,In-person,30,N,N
HRG-06296,2025-10-16,CT2,Civil,Hybrid,26,N,N
HRG-06297,2025-10-16,CT2,Civil,Virtual,48,N,N
HRG-06298,2025-10-16,CT2,Civil,Virtual,26,N,N
HRG-06299,2025-10-16,CT2,Civil,Virtual,55,N,N
HRG-06300,2025-10-16,CT2,Criminal,Virtual,24,Y,N
HRG-06301,2025-10-16,CT3,Family,In-person,46,N,N
HRG-06302,2025-10-16,CT3,Appeal,In-person,51,N,N
HRG-06303,2025-10-16,CT3,Civil,In-person,54,N,N
HRG-06304,2025-10-16,CT3,Civil,Hybrid,13,N,N
HRG-06305,2025-10-16,CT3,Civil,Virtual,59,N,N
HRG-06306,2025-10-16,CT3,Civil,In-person,51,Y,N
HRG-06307,2025-10-16,CT3,Civil,In-person,43,Y,N
HRG-06308,2025-10-16,CT3,Commercial,In-person,51,N,N
HRG-06309,2025-10-16,CT3,Commercial,In-person,58,N,N
HRG-06310,2025-10-16,CT3,Civil,Virtual,17,N,N
HRG-06311,2025-10-17,CT1,Family,Virtual,42,N,N
HRG-06312,2025-10-17,CT1,Criminal,Hybrid,45,N,N
HRG-06313,2025-10-17,CT1,Civil,Virtual,52,N,N
HRG-06314,2025-10-17,CT1,Commercial,Virtual,44,N,N
HRG-06315,2025-10-17,CT1,Appeal,Hybrid,41,N,N
HRG-06316,2025-10-17,CT1,Family,Virtual,53,N,N
HRG-06317,2025-10-17,CT1,Civil,In-person,10,N,N
HRG-06318,2025-10-17,CT1,Commercial,Virtual,49,Y,N
HRG-06319,2025-10-17,CT1,Family,In-person,30,N,N
HRG-06320,2025-10-17,CT1,Civil,In-person,50,N,N
HRG-06321,2025-10-17,CT1,Criminal,In-person,55,Y,N
HRG-06322,2025-10-17,CT1,Criminal,In-person,40,Y,N
HRG-06323,2025-10-17,CT1,Criminal,Virtual,27,N,N
HRG-06324,2025-10-17,CT2,Civil,In-person,58,N,N
HRG-06325,2025-10-17,CT2,Criminal,In-person,51,Y,N
HRG-06326,2025-10-17,CT2,Civil,In-person,37,N,N
HRG-06327,2025-10-17,CT2,Commercial,Virtual,59,N,N
HRG-06328,2025-10-17,CT2,Criminal,Virtual,34,N,N
HRG-06329,2025-10-17,CT2,Criminal,In-person,68,N,N
HRG-06330,2025-10-17,CT2,Criminal,Virtual,49,N,N
HRG-06331,2025-10-17,CT2,Commercial,Virtual,40,N,N
HRG-06332,2025-10-17,CT2,Family,In-person,29,N,N
HRG-06333,2025-10-17,CT3,Civil,Virtual,19,Y,N
HRG-06334,2025-10-17,CT3,Civil,In-person,48,N,N
HRG-06335,2025-10-17,CT3,Criminal,In-person,38,N,N
HRG-06336,2025-10-17,CT3,Criminal,In-person,45,N,N
HRG-06337,2025-10-17,CT3,Criminal,Virtual,44,N,N
HRG-06338,2025-10-17,CT3,Criminal,Virtual,13,N,N
HRG-06339,2025-10-17,CT3,Criminal,In-person,62,N,N
HRG-06340,2025-10-20,CT1,Criminal,Virtual,53,N,N
HRG-06341,2025-10-20,CT1,Appeal,Virtual,42,N,N
HRG-06342,2025-10-20,CT1,Criminal,In-person,62,N,N
HRG-06343,2025-10-20,CT1,Civil,In-person,19,N,N
HRG-06344,2025-10-20,CT1,Appeal,In-person,49,N,N
HRG-06345,2025-10-20,CT1,Criminal,In-person,55,Y,N
HRG-06346,2025-10-20,CT1,Family,Virtual,44,N,N
HRG-06347,2025-10-20,CT1,Commercial,In-person,34,Y,N
HRG-06348,2025-10-20,CT1,Appeal,In-person,63,N,N
HRG-06349,2025-10-20,CT1,Commercial,Hybrid,27,N,N
HRG-06350,2025-10-20,CT1,Criminal,In-person,17,N,N
HRG-06351,2025-10-20,CT1,Civil,Virtual,33,N,N
HRG-06352,2025-10-20,CT1,Civil,Virtual,64,N,N
HRG-06353,2025-10-20,CT2,Civil,Virtual,27,N,N
HRG-06354,2025-10-20,CT2,Criminal,In-person,56,N,N
HRG-06355,2025-10-20,CT2,Criminal,In-person,46,N,N
HRG-06356,2025-10-20,CT2,Civil,In-person,52,N,N
HRG-06357,2025-10-20,CT2,Family,In-person,81,N,N
HRG-06358,2025-10-20,CT2,Commercial,Virtual,22,N,N
HRG-06359,2025-10-20,CT2,Civil,In-person,33,N,N
HRG-06360,2025-10-20,CT2,Civil,In-person,40,N,N
HRG-06361,2025-10-20,CT3,Civil,In-person,53,N,N
HRG-06362,2025-10-20,CT3,Appeal,In-person,57,N,N
HRG-06363,2025-10-20,CT3,Appeal,In-person,75,N,N
HRG-06364,2025-10-20,CT3,Civil,In-person,55,N,N
HRG-06365,2025-10-20,CT3,Civil,In-person,42,Y,N
HRG-06366,2025-10-20,CT3,Commercial,In-person,43,N,N
HRG-06367,2025-10-20,CT3,Criminal,Hybrid,41,N,N
HRG-06368,2025-10-20,CT3,Appeal,In-person,47,Y,N
HRG-06369,2025-10-20,CT3,Criminal,In-person,51,N,N
HRG-06370,2025-10-20,CT3,Civil,In-person,44,Y,N
HRG-06371,2025-10-20,CT3,Criminal,In-person,58,Y,N
HRG-06372,2025-10-20,CT3,Commercial,In-person,48,N,N
HRG-06373,2025-10-20,CT3,Civil,In-person,60,N,N
HRG-06374,2025-10-21,CT1,Civil,Hybrid,51,N,N
HRG-06375,2025-10-21,CT1,Civil,Virtual,43,N,N
HRG-06376,2025-10-21,CT1,Criminal,Virtual,30,N,N
HRG-06377,2025-10-21,CT1,Criminal,In-person,46,N,N
HRG-06378,2025-10-21,CT1,Commercial,Virtual,55,N,N
HRG-06379,2025-10-21,CT1,Civil,In-person,45,N,N
HRG-06380,2025-10-21,CT1,Civil,In-person,66,N,N
HRG-06381,2025-10-21,CT1,Civil,Virtual,35,N,N
HRG-06382,2025-10-21,CT1,Criminal,Virtual,62,Y,N
HRG-06383,2025-10-21,CT1,Civil,In-person,36,N,N
HRG-06384,2025-10-21,CT1,Criminal,Hybrid,10,N,N
HRG-06385,2025-10-21,CT1,Family,In-person,48,N,N
HRG-06386,2025-10-21,CT1,Civil,In-person,10,N,N
HRG-06387,2025-10-21,CT1,Civil,Virtual,32,N,N
HRG-06388,2025-10-21,CT1,Family,Hybrid,59,N,N
HRG-06389,2025-10-21,CT2,Civil,In-person,66,N,N
HRG-06390,2025-10-21,CT2,Criminal,Hybrid,37,N,N
HRG-06391,2025-10-21,CT2,Civil,Virtual,23,Y,N
HRG-06392,2025-10-21,CT2,Criminal,Virtual,34,Y,Y
HRG-06393,2025-10-21,CT2,Appeal,In-person,56,N,N
HRG-06394,2025-10-21,CT2,Commercial,In-person,76,N,N
HRG-06395,2025-10-21,CT2,Civil,Hybrid,44,N,N
HRG-06396,2025-10-21,CT2,Commercial,In-person,55,Y,N
HRG-06397,2025-10-21,CT2,Civil,In-person,33,N,N
HRG-06398,2025-10-21,CT2,Family,In-person,65,N,N
HRG-06399,2025-10-21,CT2,Family,In-person,37,N,N
HRG-06400,2025-10-21,CT3,Family,In-person,51,N,N
HRG-06401,2025-10-21,CT3,Appeal,In-person,51,Y,N
HRG-06402,2025-10-21,CT3,Civil,Virtual,54,N,N
HRG-06403,2025-10-21,CT3,Family,In-person,32,N,N
HRG-06404,2025-10-21,CT3,Civil,Hybrid,17,N,N
HRG-06405,2025-10-21,CT3,Civil,In-person,49,N,N
HRG-06406,2025-10-21,CT3,Commercial,Hybrid,23,N,N
HRG-06407,2025-10-21,CT3,Civil,Virtual,45,N,N
HRG-06408,2025-10-21,CT3,Civil,In-person,39,Y,N
HRG-06409,2025-10-21,CT3,Civil,Virtual,20,N,N
HRG-06410,2025-10-22,CT1,Civil,In-person,54,N,N
HRG-06411,2025-10-22,CT1,Civil,In-person,43,N,N
HRG-06412,2025-10-22,CT1,Criminal,Virtual,46,N,N
HRG-06413,2025-10-22,CT1,Appeal,In-person,80,N,N
HRG-06414,2025-10-22,CT1,Civil,Hybrid,34,N,N
HRG-06415,2025-10-22,CT1,Civil,Hybrid,33,N,N
HRG-06416,2025-10-22,CT1,Civil,In-person,51,N,N
HRG-06417,2025-10-22,CT1,Family,Hybrid,15,Y,N
HRG-06418,2025-10-22,CT1,Civil,Virtual,46,N,N
HRG-06419,2025-10-22,CT1,Criminal,Hybrid,40,Y,N
HRG-06420,2025-10-22,CT1,Civil,In-person,49,N,N
HRG-06421,2025-10-22,CT1,Civil,Hybrid,46,N,N
HRG-06422,2025-10-22,CT1,Criminal,Virtual,37,N,N
HRG-06423,2025-10-22,CT1,Civil,Virtual,45,Y,N
HRG-06424,2025-10-22,CT2,Commercial,In-person,41,N,N
HRG-06425,2025-10-22,CT2,Family,In-person,31,N,N
HRG-06426,2025-10-22,CT2,Civil,Virtual,46,Y,N
HRG-06427,2025-10-22,CT2,Criminal,In-person,34,N,N
HRG-06428,2025-10-22,CT2,Criminal,Virtual,31,N,N
HRG-06429,2025-10-22,CT2,Civil,Hybrid,26,Y,N
HRG-06430,2025-10-22,CT2,Appeal,In-person,36,N,N
HRG-06431,2025-10-22,CT2,Appeal,Hybrid,10,N,N
HRG-06432,2025-10-22,CT2,Criminal,In-person,65,N,N
HRG-06433,2025-10-22,CT2,Criminal,Virtual,22,N,Y
HRG-06434,2025-10-22,CT3,Criminal,Hybrid,45,Y,N
HRG-06435,2025-10-22,CT3,Criminal,In-person,45,N,N
HRG-06436,2025-10-22,CT3,Commercial,In-person,28,Y,N
HRG-06437,2025-10-22,CT3,Criminal,In-person,45,N,N
HRG-06438,2025-10-22,CT3,Civil,In-person,46,N,N
HRG-06439,2025-10-22,CT3,Appeal,In-person,39,Y,N
HRG-06440,2025-10-22,CT3,Criminal,In-person,32,N,N
HRG-06441,2025-10-22,CT3,Commercial,Hybrid,29,N,N
HRG-06442,2025-10-22,CT3,Commercial,Virtual,42,N,N
HRG-06443,2025-10-22,CT3,Family,In-person,44,Y,N
HRG-06444,2025-10-22,CT3,Appeal,In-person,44,N,N
HRG-06445,2025-10-23,CT1,Civil,In-person,33,N,N
HRG-06446,2025-10-23,CT1,Commercial,Virtual,56,N,N
HRG-06447,2025-10-23,CT1,Civil,In-person,52,Y,N
HRG-06448,2025-10-23,CT1,Criminal,Virtual,36,N,N
HRG-06449,2025-10-23,CT1,Criminal,Virtual,31,N,N
HRG-06450,2025-10-23,CT1,Civil,Hybrid,47,N,N
HRG-06451,2025-10-23,CT1,Appeal,In-person,44,N,N
HRG-06452,2025-10-23,CT1,Commercial,In-person,47,Y,N
HRG-06453,2025-10-23,CT1,Family,Hybrid,49,N,N
HRG-06454,2025-10-23,CT1,Appeal,Virtual,15,N,N
HRG-06455,2025-10-23,CT1,Commercial,In-person,36,N,N
HRG-06456,2025-10-23,CT1,Commercial,In-person,32,N,N
HRG-06457,2025-10-23,CT2,Commercial,Virtual,25,N,N
HRG-06458,2025-10-23,CT2,Civil,In-person,34,Y,N
HRG-06459,2025-10-23,CT2,Criminal,Virtual,27,N,N
HRG-06460,2025-10-23,CT2,Civil,In-person,75,N,N
HRG-06461,2025-10-23,CT2,Civil,In-person,91,Y,N
HRG-06462,2025-10-23,CT2,Civil,Virtual,32,N,N
HRG-06463,2025-10-23,CT2,Civil,In-person,39,N,N
HRG-06464,2025-10-23,CT2,Civil,In-person,53,N,N
HRG-06465,2025-10-23,CT2,Civil,In-person,51,N,N
HRG-06466,2025-10-23,CT3,Criminal,In-person,60,N,N
HRG-06467,2025-10-23,CT3,Criminal,In-person,53,Y,N
HRG-06468,2025-10-23,CT3,Criminal,In-person,39,N,N
HRG-06469,2025-10-23,CT3,Commercial,Virtual,37,N,N
HRG-06470,2025-10-23,CT3,Criminal,In-person,48,N,N
HRG-06471,2025-10-23,CT3,Family,In-person,44,N,N
HRG-06472,2025-10-23,CT3,Civil,Hybrid,71,N,N
HRG-06473,2025-10-23,CT3,Criminal,Virtual,66,N,N
HRG-06474,2025-10-23,CT3,Criminal,In-person,65,N,N
HRG-06475,2025-10-24,CT1,Civil,In-person,64,N,N
HRG-06476,2025-10-24,CT1,Civil,Virtual,43,N,N
HRG-06477,2025-10-24,CT1,Criminal,In-person,39,N,N
HRG-06478,2025-10-24,CT1,Civil,Virtual,36,N,N
HRG-06479,2025-10-24,CT1,Civil,In-person,48,N,N
HRG-06480,2025-10-24,CT1,Appeal,Hybrid,49,N,N
HRG-06481,2025-10-24,CT1,Civil,In-person,63,N,N
HRG-06482,2025-10-24,CT1,Commercial,In-person,53,N,N
HRG-06483,2025-10-24,CT1,Criminal,Virtual,16,N,N
HRG-06484,2025-10-24,CT1,Criminal,In-person,38,N,N
HRG-06485,2025-10-24,CT1,Criminal,In-person,54,N,N
HRG-06486,2025-10-24,CT1,Criminal,In-person,38,N,N
HRG-06487,2025-10-24,CT1,Criminal,In-person,55,N,N
HRG-06488,2025-10-24,CT1,Appeal,In-person,33,Y,N
HRG-06489,2025-10-24,CT1,Criminal,In-person,24,Y,N
HRG-06490,2025-10-24,CT2,Family,In-person,34,N,N
HRG-06491,2025-10-24,CT2,Appeal,In-person,35,N,N
HRG-06492,2025-10-24,CT2,Appeal,In-person,64,N,N
HRG-06493,2025-10-24,CT2,Criminal,In-person,50,Y,N
HRG-06494,2025-10-24,CT2,Commercial,In-person,48,Y,N
HRG-06495,2025-10-24,CT2,Criminal,In-person,68,N,N
HRG-06496,2025-10-24,CT2,Criminal,In-person,63,N,N
HRG-06497,2025-10-24,CT2,Criminal,In-person,47,N,N
HRG-06498,2025-10-24,CT2,Criminal,In-person,71,N,N
HRG-06499,2025-10-24,CT2,Family,In-person,45,N,N
HRG-06500,2025-10-24,CT3,Family,In-person,37,N,N
HRG-06501,2025-10-24,CT3,Commercial,In-person,35,N,N
HRG-06502,2025-10-24,CT3,Appeal,In-person,18,Y,N
HRG-06503,2025-10-24,CT3,Appeal,In-person,68,N,N
HRG-06504,2025-10-24,CT3,Civil,Virtual,38,N,N
HRG-06505,2025-10-24,CT3,Appeal,In-person,25,N,N
HRG-06506,2025-10-24,CT3,Commercial,In-person,43,Y,N
HRG-06507,2025-10-24,CT3,Family,In-person,50,N,N
HRG-06508,2025-10-24,CT3,Family,In-person,28,N,N
HRG-06509,2025-10-24,CT3,Civil,In-person,54,N,N
HRG-06510,2025-10-24,CT3,Civil,In-person,62,N,N
HRG-06511,2025-10-24,CT3,Criminal,Hybrid,24,N,N
HRG-06512,2025-10-24,CT3,Criminal,Virtual,47,N,N
HRG-06513,2025-10-27,CT1,Civil,In-person,41,N,N
HRG-06514,2025-10-27,CT1,Family,In-person,43,N,N
HRG-06515,2025-10-27,CT1,Civil,Virtual,34,N,N
HRG-06516,2025-10-27,CT1,Criminal,Virtual,12,N,N
HRG-06517,2025-10-27,CT1,Civil,Hybrid,10,N,N
HRG-06518,2025-10-27,CT1,Criminal,Virtual,35,N,N
HRG-06519,2025-10-27,CT1,Civil,In-person,38,N,N
HRG-06520,2025-10-27,CT1,Civil,Hybrid,42,N,N
HRG-06521,2025-10-27,CT1,Civil,In-person,44,N,N
HRG-06522,2025-10-27,CT1,Civil,In-person,40,N,N
HRG-06523,2025-10-27,CT1,Family,In-person,72,Y,N
HRG-06524,2025-10-27,CT1,Family,In-person,16,Y,N
HRG-06525,2025-10-27,CT1,Commercial,Hybrid,23,N,N
HRG-06526,2025-10-27,CT1,Appeal,Virtual,31,N,N
HRG-06527,2025-10-27,CT1,Criminal,Virtual,33,N,N
HRG-06528,2025-10-27,CT1,Criminal,Virtual,17,N,N
HRG-06529,2025-10-27,CT2,Criminal,Virtual,10,N,N
HRG-06530,2025-10-27,CT2,Commercial,In-person,51,N,N
HRG-06531,2025-10-27,CT2,Appeal,In-person,31,N,N
HRG-06532,2025-10-27,CT2,Family,Virtual,49,N,N
HRG-06533,2025-10-27,CT2,Civil,In-person,33,N,N
HRG-06534,2025-10-27,CT2,Civil,In-person,51,N,N
HRG-06535,2025-10-27,CT3,Commercial,Virtual,49,N,N
HRG-06536,2025-10-27,CT3,Criminal,Virtual,46,Y,Y
HRG-06537,2025-10-27,CT3,Civil,In-person,47,N,N
HRG-06538,2025-10-27,CT3,Criminal,In-person,52,N,N
HRG-06539,2025-10-27,CT3,Appeal,In-person,59,N,N
HRG-06540,2025-10-27,CT3,Criminal,Hybrid,29,N,N
HRG-06541,2025-10-27,CT3,Civil,Hybrid,20,N,N
HRG-06542,2025-10-27,CT3,Family,In-person,54,N,N
HRG-06543,2025-10-27,CT3,Criminal,Hybrid,46,N,N
HRG-06544,2025-10-27,CT3,Commercial,Virtual,47,Y,N
HRG-06545,2025-10-27,CT3,Criminal,In-person,54,N,N
HRG-06546,2025-10-28,CT1,Civil,In-person,27,N,N
HRG-06547,2025-10-28,CT1,Family,Hybrid,51,Y,N
HRG-06548,2025-10-28,CT1,Criminal,Virtual,34,N,N
HRG-06549,2025-10-28,CT1,Criminal,Virtual,39,N,N
HRG-06550,2025-10-28,CT1,Commercial,Hybrid,40,Y,N
HRG-06551,2025-10-28,CT1,Appeal,In-person,32,N,N
HRG-06552,2025-10-28,CT1,Family,In-person,50,N,N
HRG-06553,2025-10-28,CT1,Civil,Virtual,25,N,N
HRG-06554,2025-10-28,CT1,Civil,Virtual,39,N,N
HRG-06555,2025-10-28,CT1,Commercial,In-person,36,N,N
HRG-06556,2025-10-28,CT1,Commercial,In-person,40,N,N
HRG-06557,2025-10-28,CT1,Family,In-person,74,N,N
HRG-06558,2025-10-28,CT1,Civil,Hybrid,51,N,N
HRG-06559,2025-10-28,CT1,Criminal,Virtual,41,N,N
HRG-06560,2025-10-28,CT1,Civil,Virtual,30,Y,N
HRG-06561,2025-10-28,CT1,Criminal,Hybrid,12,N,N
HRG-06562,2025-10-28,CT2,Civil,Hybrid,45,Y,N
HRG-06563,2025-10-28,CT2,Criminal,In-person,30,N,N
HRG-06564,2025-10-28,CT2,Commercial,Virtual,20,N,N
HRG-06565,2025-10-28,CT2,Criminal,Virtual,47,N,N
HRG-06566,2025-10-28,CT2,Civil,Virtual,29,N,N
HRG-06567,2025-10-28,CT2,Criminal,In-person,65,N,N
HRG-06568,2025-10-28,CT2,Civil,In-person,33,N,N
HRG-06569,2025-10-28,CT2,Civil,In-person,29,N,N
HRG-06570,2025-10-28,CT2,Criminal,In-person,43,N,N
HRG-06571,2025-10-28,CT2,Criminal,Virtual,48,Y,N
HRG-06572,2025-10-28,CT2,Commercial,Virtual,32,Y,N
HRG-06573,2025-10-28,CT2,Civil,Virtual,25,Y,N
HRG-06574,2025-10-28,CT3,Appeal,Hybrid,39,N,Y
HRG-06575,2025-10-28,CT3,Civil,Virtual,20,N,N
HRG-06576,2025-10-28,CT3,Commercial,Virtual,10,N,N
HRG-06577,2025-10-28,CT3,Civil,In-person,35,N,N
HRG-06578,2025-10-28,CT3,Commercial,In-person,63,N,N
HRG-06579,2025-10-28,CT3,Civil,Virtual,28,N,N
HRG-06580,2025-10-28,CT3,Civil,In-person,36,Y,N
HRG-06581,2025-10-28,CT3,Family,In-person,50,N,N
HRG-06582,2025-10-28,CT3,Commercial,Virtual,38,N,N
HRG-06583,2025-10-28,CT3,Criminal,In-person,50,N,N
HRG-06584,2025-10-28,CT3,Criminal,In-person,62,N,N
HRG-06585,2025-10-28,CT3,Civil,Virtual,30,N,N
HRG-06586,2025-10-28,CT3,Civil,In-person,39,Y,N
HRG-06587,2025-10-28,CT3,Commercial,Virtual,11,N,N
HRG-06588,2025-10-29,CT1,Civil,In-person,45,Y,N
HRG-06589,2025-10-29,CT1,Criminal,In-person,46,N,N
HRG-06590,2025-10-29,CT1,Criminal,In-person,50,N,N
HRG-06591,2025-10-29,CT1,Family,Virtual,57,N,N
HRG-06592,2025-10-29,CT1,Commercial,In-person,52,Y,N
HRG-06593,2025-10-29,CT1,Commercial,Virtual,47,N,N
HRG-06594,2025-10-29,CT1,Civil,Virtual,16,N,Y
HRG-06595,2025-10-29,CT1,Commercial,In-person,51,N,N
HRG-06596,2025-10-29,CT1,Appeal,In-person,72,N,N
HRG-06597,2025-10-29,CT1,Civil,In-person,59,N,N
HRG-06598,2025-10-29,CT1,Family,In-person,66,N,N
HRG-06599,2025-10-29,CT1,Commercial,In-person,66,Y,N
HRG-06600,2025-10-29,CT1,Family,Virtual,35,N,N
HRG-06601,2025-10-29,CT1,Commercial,Virtual,52,N,N
HRG-06602,2025-10-29,CT2,Family,Virtual,61,Y,Y
HRG-06603,2025-10-29,CT2,Appeal,In-person,57,N,N
HRG-06604,2025-10-29,CT2,Criminal,Virtual,42,N,N
HRG-06605,2025-10-29,CT2,Family,Hybrid,13,N,N
HRG-06606,2025-10-29,CT2,Family,In-person,31,N,N
HRG-06607,2025-10-29,CT2,Family,Virtual,25,N,N
HRG-06608,2025-10-29,CT2,Civil,Virtual,39,N,Y
HRG-06609,2025-10-29,CT2,Criminal,Virtual,60,Y,Y
HRG-06610,2025-10-29,CT3,Criminal,Virtual,21,N,N
HRG-06611,2025-10-29,CT3,Commercial,In-person,10,N,N
HRG-06612,2025-10-29,CT3,Civil,Virtual,33,N,N
HRG-06613,2025-10-29,CT3,Family,Hybrid,55,N,N
HRG-06614,2025-10-29,CT3,Civil,Virtual,49,Y,N
HRG-06615,2025-10-29,CT3,Criminal,Virtual,37,N,N
HRG-06616,2025-10-29,CT3,Civil,In-person,71,N,N
HRG-06617,2025-10-29,CT3,Commercial,In-person,55,N,N
HRG-06618,2025-10-29,CT3,Civil,Virtual,43,N,N
HRG-06619,2025-10-29,CT3,Appeal,Virtual,38,N,N
HRG-06620,2025-10-29,CT3,Criminal,In-person,40,Y,N
HRG-06621,2025-10-29,CT3,Commercial,Hybrid,20,N,N
HRG-06622,2025-10-30,CT1,Commercial,Virtual,58,N,N
HRG-06623,2025-10-30,CT1,Appeal,Virtual,23,N,N
HRG-06624,2025-10-30,CT1,Criminal,Hybrid,36,N,N
HRG-06625,2025-10-30,CT1,Commercial,In-person,25,N,N
HRG-06626,2025-10-30,CT1,Criminal,In-person,39,N,N
HRG-06627,2025-10-30,CT1,Family,In-person,53,N,N
HRG-06628,2025-10-30,CT1,Criminal,Virtual,29,N,N
HRG-06629,2025-10-30,CT1,Appeal,Virtual,58,Y,N
HRG-06630,2025-10-30,CT1,Appeal,Virtual,43,N,N
HRG-06631,2025-10-30,CT1,Civil,Virtual,50,N,N
HRG-06632,2025-10-30,CT1,Family,In-person,35,N,N
