ShipmentID,ShipDate,DeliveredDate,RouteID,Carrier,WeightKg,PromisedDays,ActualDays,OnTime,FreightCostNGN
SHP-2025-02522,2025-10-14,2025-10-15,R07,Fleet A,354,1,1,Y,62941
SHP-2025-02523,2025-10-14,2025-10-15,R06,Fleet A,50,1,1,Y,17838
SHP-2025-02524,2025-10-14,2025-10-16,R10,Fleet A,1204,2,2,Y,434989
SHP-2025-02525,2025-10-14,2025-10-15,R08,Fleet B,1786,1,1,Y,414969
SHP-2025-02526,2025-10-14,2025-10-15,R06,Fleet A,2726,1,1,Y,157559
SHP-2025-02527,2025-10-14,2025-10-16,R07,Fleet A,971,1,2,N,141700
SHP-2025-02528,2025-10-15,2025-10-16,R06,Fleet A,1528,1,1,Y,92315
SHP-2025-02529,2025-10-15,2025-10-16,R03,Fleet A,1757,1,1,Y,175438
SHP-2025-02530,2025-10-15,2025-10-16,R08,Fleet A,2518,1,1,Y,567124
SHP-2025-02531,2025-10-15,2025-10-17,R05,Fleet A,3938,1,2,N,1109751
SHP-2025-02532,2025-10-15,2025-10-17,R04,Fleet A,1956,2,2,Y,666759
SHP-2025-02533,2025-10-15,2025-10-19,R07,Fleet B,724,1,4,N,115881
SHP-2025-02534,2025-10-15,2025-10-17,R02,Fleet B,1373,2,2,Y,548633
SHP-2025-02535,2025-10-15,2025-10-17,R10,Fleet A,1497,2,2,Y,487370
SHP-2025-02536,2025-10-15,2025-10-16,R08,Fleet B,171,1,1,Y,55008
SHP-2025-02537,2025-10-15,2025-10-17,R01,Fleet A,1284,2,2,Y,596667
SHP-2025-02538,2025-10-15,2025-10-16,R08,Fleet B,1784,1,1,Y,371014
SHP-2025-02539,2025-10-16,2025-10-17,R08,Fleet B,2438,1,1,Y,569775
SHP-2025-02540,2025-10-16,2025-10-18,R01,Fleet B,1721,2,2,Y,717889
SHP-2025-02541,2025-10-16,2025-10-17,R03,Fleet B,708,1,1,Y,78070
SHP-2025-02542,2025-10-16,2025-10-17,R06,Fleet A,3115,1,1,Y,204552
SHP-2025-02543,2025-10-16,2025-10-17,R03,Partner Haulage,992,1,1,Y,102095
SHP-2025-02544,2025-10-16,2025-10-17,R07,Fleet B,2525,1,1,Y,386212
SHP-2025-02545,2025-10-16,2025-10-17,R08,Fleet A,2982,1,1,Y,701011
SHP-2025-02546,2025-10-16,2025-10-21,R01,Fleet A,3499,2,5,N,1412120
SHP-2025-02547,2025-10-16,2025-10-19,R09,Fleet A,2431,3,3,Y,1646023
SHP-2025-02548,2025-10-16,2025-10-18,R02,Fleet B,3926,2,2,Y,1463011
SHP-2025-02549,2025-10-16,2025-10-17,R05,Fleet B,2053,1,1,Y,592112
SHP-2025-02550,2025-10-16,2025-10-18,R04,Fleet A,1849,2,2,Y,606146
SHP-2025-02551,2025-10-16,2025-10-18,R10,Fleet B,1108,2,2,Y,377005
SHP-2025-02552,2025-10-17,2025-10-18,R03,Partner Haulage,1239,1,1,Y,129720
SHP-2025-02553,2025-10-17,2025-10-18,R08,Fleet B,832,1,1,Y,195237
SHP-2025-02554,2025-10-17,2025-10-20,R03,Partner Haulage,1568,1,3,N,156290
SHP-2025-02555,2025-10-17,2025-10-19,R10,Fleet A,2342,2,2,Y,795418
SHP-2025-02556,2025-10-17,2025-10-19,R10,Fleet B,3001,2,2,Y,1025203
SHP-2025-02557,2025-10-17,2025-10-18,R07,Fleet B,1316,1,1,Y,217910
SHP-2025-02558,2025-10-17,2025-10-18,R07,Fleet A,254,1,1,Y,53542
SHP-2025-02559,2025-10-17,2025-10-18,R06,Fleet B,2889,1,1,Y,168750
SHP-2025-02560,2025-10-17,2025-10-18,R07,Fleet B,2386,1,1,Y,368159
SHP-2025-02561,2025-10-18,2025-10-19,R07,Fleet B,2780,1,1,Y,438306
SHP-2025-02562,2025-10-18,2025-10-19,R07,Fleet A,1893,1,1,Y,317012
SHP-2025-02563,2025-10-18,2025-10-19,R06,Fleet A,1958,1,1,Y,120263
SHP-2025-02564,2025-10-18,2025-10-23,R01,Fleet A,1569,2,5,N,692592
SHP-2025-02565,2025-10-18,2025-10-20,R02,Partner Haulage,2419,2,2,Y,783309
SHP-2025-02566,2025-10-18,2025-10-20,R01,Fleet A,2026,2,2,Y,863024
SHP-2025-02567,2025-10-18,2025-10-20,R04,Fleet A,2094,2,2,Y,765782
SHP-2025-02568,2025-10-18,2025-10-19,R07,Fleet B,934,1,1,Y,160254
SHP-2025-02569,2025-10-18,2025-10-20,R02,Fleet A,1508,2,2,Y,514876
SHP-2025-02570,2025-10-18,2025-10-21,R03,Fleet A,2094,1,3,N,189243
SHP-2025-02571,2025-10-18,2025-10-20,R10,Partner Haulage,1262,2,2,Y,493978
SHP-2025-02572,2025-10-20,2025-10-22,R01,Fleet B,369,2,2,Y,174037
SHP-2025-02573,2025-10-20,2025-10-24,R06,Partner Haulage,2296,1,4,N,146252
SHP-2025-02574,2025-10-20,2025-10-21,R06,Fleet B,2119,1,1,Y,120105
SHP-2025-02575,2025-10-20,2025-10-21,R03,Fleet B,1713,1,1,Y,168217
SHP-2025-02576,2025-10-20,2025-10-22,R04,Partner Haulage,1533,2,2,Y,588284
SHP-2025-02577,2025-10-20,2025-10-22,R02,Fleet B,2424,2,2,Y,805269
SHP-2025-02578,2025-10-20,2025-10-22,R02,Fleet A,1361,2,2,Y,489923
SHP-2025-02579,2025-10-20,2025-10-22,R01,Partner Haulage,2431,2,2,Y,1016954
SHP-2025-02580,2025-10-20,2025-10-21,R06,Fleet A,1049,1,1,Y,77650
SHP-2025-02581,2025-10-20,2025-10-21,R06,Fleet B,1825,1,1,Y,120049
SHP-2025-02582,2025-10-20,2025-10-22,R04,Fleet A,2969,2,2,Y,1130866
SHP-2025-02583,2025-10-20,2025-10-21,R05,Fleet A,2488,1,1,Y,724890
SHP-2025-02584,2025-10-20,2025-10-24,R07,Fleet B,1880,1,4,N,338709
SHP-2025-02585,2025-10-21,2025-10-22,R06,Fleet A,1625,1,1,Y,110791
SHP-2025-02586,2025-10-21,2025-10-22,R06,Fleet B,1420,1,1,Y,99443
SHP-2025-02587,2025-10-21,2025-10-22,R05,Partner Haulage,2472,1,1,Y,641971
SHP-2025-02588,2025-10-21,2025-10-22,R03,Fleet B,2329,1,1,Y,238995
SHP-2025-02589,2025-10-21,2025-10-23,R02,Fleet B,2134,2,2,Y,728599
SHP-2025-02590,2025-10-21,2025-10-22,R06,Fleet B,1956,1,1,Y,125953
SHP-2025-02591,2025-10-21,2025-10-22,R05,Fleet A,2705,1,1,Y,767626
SHP-2025-02592,2025-10-21,2025-10-23,R01,Fleet B,2005,2,2,Y,920086
SHP-2025-02593,2025-10-21,2025-10-24,R09,Partner Haulage,745,3,3,Y,462936
SHP-2025-02594,2025-10-21,2025-10-26,R02,Fleet A,317,2,5,N,133910
SHP-2025-02595,2025-10-22,2025-10-23,R05,Fleet A,2052,1,1,Y,533679
SHP-2025-02596,2025-10-22,2025-10-23,R08,Partner Haulage,968,1,1,Y,215398
SHP-2025-02597,2025-10-22,2025-10-23,R06,Fleet B,2978,1,1,Y,164962
SHP-2025-02598,2025-10-22,2025-10-23,R07,Fleet B,2315,1,1,Y,372351
SHP-2025-02599,2025-10-22,2025-10-25,R09,Fleet B,1082,3,3,Y,694299
SHP-2025-02600,2025-10-22,2025-10-24,R04,Partner Haulage,1684,2,2,Y,609788
SHP-2025-02601,2025-10-22,2025-10-23,R06,Partner Haulage,1899,1,1,Y,125990
SHP-2025-02602,2025-10-23,2025-10-24,R07,Fleet A,1446,1,1,Y,245147
SHP-2025-02603,2025-10-23,2025-10-25,R01,Fleet A,2060,2,2,Y,871024
SHP-2025-02604,2025-10-23,2025-10-25,R10,Fleet A,3785,2,2,Y,1305107
SHP-2025-02605,2025-10-23,2025-10-27,R05,Partner Haulage,1161,1,4,N,306887
SHP-2025-02606,2025-10-23,2025-10-25,R04,Fleet B,3025,2,2,Y,1059426
SHP-2025-02607,2025-10-23,2025-10-24,R03,Fleet A,2082,1,1,Y,169992
SHP-2025-02608,2025-10-23,2025-10-25,R10,Fleet A,746,2,2,Y,259382
SHP-2025-02609,2025-10-23,2025-10-24,R06,Fleet A,1844,1,1,Y,139019
SHP-2025-02610,2025-10-23,2025-10-26,R09,Fleet A,2622,3,3,Y,1718668
SHP-2025-02611,2025-10-23,2025-10-25,R01,Fleet B,2275,2,2,Y,956913
SHP-2025-02612,2025-10-23,2025-10-24,R05,Partner Haulage,1433,1,1,Y,406450
SHP-2025-02613,2025-10-23,2025-10-24,R07,Fleet B,4055,1,1,Y,552902
SHP-2025-02614,2025-10-23,2025-10-24,R03,Fleet A,2843,1,1,Y,256682
SHP-2025-02615,2025-10-23,2025-10-24,R07,Partner Haulage,1923,1,1,Y,283703
SHP-2025-02616,2025-10-24,2025-10-26,R10,Fleet A,1596,2,2,Y,526606
SHP-2025-02617,2025-10-24,2025-10-25,R07,Fleet A,2397,1,1,Y,399545
SHP-2025-02618,2025-10-24,2025-10-29,R09,Fleet B,2519,3,5,N,1598705
SHP-2025-02619,2025-10-24,2025-10-25,R06,Fleet A,1762,1,1,Y,109818
SHP-2025-02620,2025-10-24,2025-10-25,R05,Fleet B,50,1,1,Y,28606
SHP-2025-02621,2025-10-24,2025-10-25,R05,Fleet A,3704,1,1,Y,989043
SHP-2025-02622,2025-10-24,2025-10-25,R06,Fleet B,1664,1,1,Y,107421
SHP-2025-02623,2025-10-24,2025-10-25,R07,Fleet A,1533,1,1,Y,239426
SHP-2025-02624,2025-10-24,2025-10-25,R05,Fleet A,1908,1,1,Y,560885
SHP-2025-02625,2025-10-24,2025-10-26,R04,Fleet B,2593,2,2,Y,948437
SHP-2025-02626,2025-10-24,2025-10-26,R02,Fleet B,3415,2,2,Y,1178719
SHP-2025-02627,2025-10-24,2025-10-25,R03,Fleet A,1461,1,1,Y,134970
SHP-2025-02628,2025-10-24,2025-10-25,R07,Fleet A,1977,1,1,Y,289672
SHP-2025-02629,2025-10-24,2025-10-27,R05,Fleet B,268,1,3,N,82700
SHP-2025-02630,2025-10-24,2025-10-25,R06,Fleet A,2988,1,1,Y,188312
SHP-2025-02631,2025-10-26,2025-10-27,R08,Fleet A,1328,1,1,Y,319392
SHP-2025-02632,2025-10-26,2025-10-30,R01,Partner Haulage,1118,2,4,N,530570
SHP-2025-02633,2025-10-26,2025-10-28,R01,Fleet A,2510,2,2,Y,1099086
SHP-2025-02634,2025-10-26,2025-10-27,R06,Fleet A,1063,1,1,Y,74868
SHP-2025-02635,2025-10-26,2025-10-27,R05,Fleet A,1983,1,1,Y,557469
SHP-2025-02636,2025-10-26,2025-10-27,R06,Fleet A,280,1,1,Y,32204
SHP-2025-02637,2025-10-26,2025-10-28,R02,Fleet A,492,2,2,Y,179404
SHP-2025-02638,2025-10-26,2025-10-27,R03,Fleet A,1515,1,1,Y,146171
SHP-2025-02639,2025-10-26,2025-10-27,R05,Fleet A,1316,1,1,Y,345861
SHP-2025-02640,2025-10-26,2025-10-27,R07,Fleet A,341,1,1,Y,66066
SHP-2025-02641,2025-10-27,2025-10-29,R10,Fleet A,3459,2,2,Y,1194532
SHP-2025-02642,2025-10-27,2025-10-29,R10,Fleet A,2345,2,2,Y,803076
SHP-2025-02643,2025-10-27,2025-10-28,R06,Fleet A,1874,1,1,Y,119571
SHP-2025-02644,2025-10-27,2025-10-28,R07,Fleet A,252,1,1,Y,49877
SHP-2025-02645,2025-10-27,2025-10-28,R03,Fleet A,120,1,1,Y,25785
SHP-2025-02646,2025-10-27,2025-10-29,R02,Partner Haulage,3323,2,2,Y,990601
SHP-2025-02647,2025-10-27,2025-10-28,R06,Fleet A,2908,1,1,Y,194225
SHP-2025-02648,2025-10-27,2025-10-28,R06,Fleet B,2025,1,1,Y,127749
SHP-2025-02649,2025-10-28,2025-10-30,R10,Fleet A,1321,2,2,Y,477375
SHP-2025-02650,2025-10-28,2025-10-30,R10,Fleet B,1508,2,2,Y,502356
SHP-2025-02651,2025-10-28,2025-10-29,R05,Fleet B,955,1,1,Y,278536
SHP-2025-02652,2025-10-28,2025-10-31,R09,Partner Haulage,2406,3,3,Y,1592219
SHP-2025-02653,2025-10-28,2025-10-31,R09,Fleet A,2446,3,3,Y,1677415
SHP-2025-02654,2025-10-28,2025-10-30,R01,Fleet A,2642,2,2,Y,1028637
SHP-2025-02655,2025-10-28,2025-10-30,R04,Fleet A,1179,2,2,Y,419105
SHP-2025-02656,2025-10-28,2025-10-29,R03,Fleet A,1091,1,1,Y,112581
SHP-2025-02657,2025-10-29,2025-10-30,R03,Partner Haulage,2170,1,1,Y,215191
SHP-2025-02658,2025-10-29,2025-10-30,R07,Partner Haulage,1481,1,1,Y,224122
SHP-2025-02659,2025-10-29,2025-10-31,R10,Fleet A,3118,2,2,Y,1086976
SHP-2025-02660,2025-10-29,2025-10-30,R03,Fleet A,3024,1,1,Y,235393
SHP-2025-02661,2025-10-29,2025-10-30,R03,Fleet A,2609,1,1,Y,250015
SHP-2025-02662,2025-10-29,2025-10-31,R01,Fleet A,1782,2,2,Y,797561
SHP-2025-02663,2025-10-29,2025-11-02,R03,Fleet B,2654,1,4,N,229634
SHP-2025-02664,2025-10-29,2025-10-31,R10,Partner Haulage,50,2,2,Y,31537
SHP-2025-02665,2025-10-29,2025-10-31,R04,Fleet B,2868,2,2,Y,1066008
SHP-2025-02666,2025-10-29,2025-10-30,R08,Fleet A,1627,1,1,Y,437522
SHP-2025-02667,2025-10-29,2025-10-30,R06,Fleet B,3260,1,1,Y,208354
SHP-2025-02668,2025-10-30,2025-10-31,R06,Fleet B,2084,1,1,Y,129455
SHP-2025-02669,2025-10-30,2025-11-03,R08,Fleet B,1424,1,4,N,346183
SHP-2025-02670,2025-10-30,2025-10-31,R08,Fleet A,1941,1,1,Y,430584
SHP-2025-02671,2025-10-30,2025-11-01,R02,Fleet A,1841,2,2,Y,723977
SHP-2025-02672,2025-10-30,2025-11-01,R02,Partner Haulage,1754,2,2,Y,662949
SHP-2025-02673,2025-10-30,2025-11-01,R04,Fleet A,50,2,2,Y,32146
SHP-2025-02674,2025-10-30,2025-11-01,R01,Fleet A,2791,2,2,Y,1223439
SHP-2025-02675,2025-10-30,2025-10-31,R05,Fleet A,1742,1,1,Y,476843
SHP-2025-02676,2025-10-30,2025-10-31,R06,Partner Haulage,50,1,1,Y,17830
SHP-2025-02677,2025-10-30,2025-10-31,R06,Fleet A,2199,1,1,Y,138050
SHP-2025-02678,2025-10-30,2025-11-02,R10,Fleet B,96,2,3,N,50396
SHP-2025-02679,2025-10-31,2025-11-01,R08,Fleet A,76,1,1,Y,30677
SHP-2025-02680,2025-10-31,2025-11-03,R06,Fleet A,1951,1,3,N,122120
SHP-2025-02681,2025-10-31,2025-11-02,R01,Partner Haulage,857,2,2,Y,378254
SHP-2025-02682,2025-10-31,2025-11-02,R10,Fleet B,2283,2,2,Y,752125
SHP-2025-02683,2025-10-31,2025-11-02,R01,Partner Haulage,2643,2,2,Y,968875
SHP-2025-02684,2025-10-31,2025-11-01,R03,Fleet A,2806,1,1,Y,280725
SHP-2025-02685,2025-10-31,2025-11-01,R03,Partner Haulage,1922,1,1,Y,188266
SHP-2025-02686,2025-10-31,2025-11-02,R10,Fleet A,1059,2,2,Y,341406
SHP-2025-02687,2025-10-31,2025-11-02,R10,Fleet A,1402,2,2,Y,461904
SHP-2025-02688,2025-10-31,2025-11-02,R04,Partner Haulage,1217,2,2,Y,489713
SHP-2025-02689,2025-10-31,2025-11-02,R01,Fleet A,1723,2,2,Y,720190
SHP-2025-02690,2025-10-31,2025-11-02,R01,Fleet B,3737,2,2,Y,1789815
SHP-2025-02691,2025-10-31,2025-11-02,R04,Fleet B,1634,2,2,Y,635454
SHP-2025-02692,2025-10-31,2025-11-01,R07,Fleet A,1334,1,1,Y,189364
SHP-2025-02693,2025-11-03,2025-11-04,R06,Partner Haulage,1752,1,1,Y,116102
SHP-2025-02694,2025-11-03,2025-11-04,R05,Fleet B,2049,1,1,Y,499691
SHP-2025-02695,2025-11-03,2025-11-05,R08,Partner Haulage,3018,1,2,N,702772
SHP-2025-02696,2025-11-03,2025-11-04,R06,Fleet A,2686,1,1,Y,167238
SHP-2025-02697,2025-11-03,2025-11-05,R02,Fleet B,893,2,2,Y,306911
SHP-2025-02698,2025-11-03,2025-11-05,R04,Partner Haulage,1297,2,2,Y,472677
SHP-2025-02699,2025-11-03,2025-11-06,R09,Partner Haulage,1330,3,3,Y,875382
SHP-2025-02700,2025-11-03,2025-11-06,R02,Partner Haulage,1322,2,3,N,485886
SHP-2025-02701,2025-11-03,2025-11-04,R03,Fleet B,1281,1,1,Y,119973
SHP-2025-02702,2025-11-03,2025-11-05,R04,Partner Haulage,852,2,2,Y,315110
SHP-2025-02703,2025-11-03,2025-11-04,R08,Fleet A,1122,1,1,Y,257389
SHP-2025-02704,2025-11-03,2025-11-04,R06,Fleet A,2266,1,1,Y,145542
SHP-2025-02705,2025-11-03,2025-11-05,R04,Fleet B,1698,2,2,Y,675700
SHP-2025-02706,2025-11-04,2025-11-05,R08,Fleet A,1709,1,1,Y,425964
SHP-2025-02707,2025-11-04,2025-11-05,R08,Fleet A,499,1,1,Y,140211
SHP-2025-02708,2025-11-04,2025-11-06,R10,Fleet A,2343,2,2,Y,801758
SHP-2025-02709,2025-11-04,2025-11-05,R07,Fleet B,2263,1,1,Y,347595
SHP-2025-02710,2025-11-04,2025-11-05,R03,Fleet B,630,1,1,Y,68366
SHP-2025-02711,2025-11-04,2025-11-06,R07,Fleet A,2370,1,2,N,398141
SHP-2025-02712,2025-11-04,2025-11-05,R06,Partner Haulage,1679,1,1,Y,113636
SHP-2025-02713,2025-11-04,2025-11-06,R06,Fleet A,572,1,2,N,51210
SHP-2025-02714,2025-11-04,2025-11-07,R08,Fleet A,2640,1,3,N,662502
SHP-2025-02715,2025-11-04,2025-11-05,R06,Fleet B,1261,1,1,Y,85419
SHP-2025-02716,2025-11-04,2025-11-05,R05,Fleet A,854,1,1,Y,248075
SHP-2025-02717,2025-11-04,2025-11-06,R02,Fleet A,1481,2,2,Y,501203
SHP-2025-02718,2025-11-04,2025-11-06,R01,Fleet A,512,2,2,Y,226735
SHP-2025-02719,2025-11-05,2025-11-06,R05,Fleet B,1474,1,1,Y,414960
SHP-2025-02720,2025-11-05,2025-11-07,R01,Fleet B,2499,2,2,Y,991740
SHP-2025-02721,2025-11-05,2025-11-06,R03,Partner Haulage,3156,1,1,Y,272679
SHP-2025-02722,2025-11-05,2025-11-07,R01,Fleet A,1942,2,2,Y,894049
SHP-2025-02723,2025-11-05,2025-11-07,R01,Fleet A,1874,2,2,Y,883731
SHP-2025-02724,2025-11-05,2025-11-07,R04,Fleet A,1494,2,2,Y,554856
SHP-2025-02725,2025-11-05,2025-11-06,R06,Fleet A,597,1,1,Y,46910
SHP-2025-02726,2025-11-05,2025-11-08,R09,Fleet B,50,3,3,Y,48959
SHP-2025-02727,2025-11-05,2025-11-09,R08,Partner Haulage,2935,1,4,N,761392
SHP-2025-02728,2025-11-05,2025-11-06,R03,Partner Haulage,1242,1,1,Y,135435
SHP-2025-02729,2025-11-05,2025-11-07,R08,Fleet A,2442,1,2,N,547691
SHP-2025-02730,2025-11-05,2025-11-06,R03,Partner Haulage,2400,1,1,Y,227136
SHP-2025-02731,2025-11-05,2025-11-06,R03,Fleet B,1122,1,1,Y,119968
SHP-2025-02732,2025-11-05,2025-11-11,R09,Fleet A,1354,3,6,N,862010
SHP-2025-02733,2025-11-06,2025-11-07,R07,Fleet A,771,1,1,Y,129564
SHP-2025-02734,2025-11-06,2025-11-07,R03,Fleet A,996,1,1,Y,105189
SHP-2025-02735,2025-11-06,2025-11-08,R10,Fleet B,1467,2,2,Y,451351
SHP-2025-02736,2025-11-06,2025-11-07,R03,Fleet B,2282,1,1,Y,218782
SHP-2025-02737,2025-11-06,2025-11-07,R08,Partner Haulage,3058,1,1,Y,723962
SHP-2025-02738,2025-11-06,2025-11-09,R09,Fleet B,2204,3,3,Y,1329560
SHP-2025-02739,2025-11-06,2025-11-08,R04,Fleet A,471,2,2,Y,188458
SHP-2025-02740,2025-11-06,2025-11-08,R04,Fleet A,1663,2,2,Y,678505
SHP-2025-02741,2025-11-06,2025-11-07,R05,Fleet B,1949,1,1,Y,536308
SHP-2025-02742,2025-11-06,2025-11-08,R10,Fleet B,2934,2,2,Y,1061851
SHP-2025-02743,2025-11-06,2025-11-08,R10,Fleet B,1869,2,2,Y,638379
SHP-2025-02744,2025-11-06,2025-11-07,R03,Fleet B,2936,1,1,Y,268463
SHP-2025-02745,2025-11-06,2025-11-07,R08,Partner Haulage,2064,1,1,Y,491032
SHP-2025-02746,2025-11-06,2025-11-11,R01,Partner Haulage,2312,2,5,N,907992
SHP-2025-02747,2025-11-06,2025-11-08,R04,Fleet B,3037,2,2,Y,1026236
SHP-2025-02748,2025-11-06,2025-11-11,R02,Fleet A,1169,2,5,N,375670
SHP-2025-02749,2025-11-07,2025-11-08,R06,Fleet A,2469,1,1,Y,166451
SHP-2025-02750,2025-11-07,2025-11-09,R10,Partner Haulage,1122,2,2,Y,384373
SHP-2025-02751,2025-11-07,2025-11-08,R03,Partner Haulage,1855,1,1,Y,176737
SHP-2025-02752,2025-11-07,2025-11-08,R06,Fleet A,2163,1,1,Y,139416
SHP-2025-02753,2025-11-07,2025-11-10,R07,Fleet A,1612,1,3,N,276384
SHP-2025-02754,2025-11-07,2025-11-11,R04,Fleet A,652,2,4,N,268671
SHP-2025-02755,2025-11-07,2025-11-08,R03,Fleet A,3209,1,1,Y,264177
SHP-2025-02756,2025-11-07,2025-11-08,R06,Fleet A,2748,1,1,Y,190537
SHP-2025-02757,2025-11-07,2025-11-08,R05,Partner Haulage,2390,1,1,Y,622303
SHP-2025-02758,2025-11-07,2025-11-09,R04,Fleet B,1093,2,2,Y,394322
SHP-2025-02759,2025-11-10,2025-11-11,R03,Fleet A,1084,1,1,Y,104444
SHP-2025-02760,2025-11-10,2025-11-12,R04,Fleet B,2338,2,2,Y,880590
SHP-2025-02761,2025-11-10,2025-11-11,R03,Fleet B,1545,1,1,Y,135397
SHP-2025-02762,2025-11-10,2025-11-12,R10,Fleet B,2346,2,2,Y,801421
SHP-2025-02763,2025-11-10,2025-11-11,R06,Partner Haulage,2006,1,1,Y,135799
SHP-2025-02764,2025-11-10,2025-11-12,R01,Fleet B,1189,2,2,Y,538918
SHP-2025-02765,2025-11-10,2025-11-13,R09,Fleet A,1600,3,3,Y,1006503
SHP-2025-02766,2025-11-10,2025-11-11,R08,Fleet A,2392,1,1,Y,582324
SHP-2025-02767,2025-11-10,2025-11-11,R08,Fleet A,3464,1,1,Y,856232
SHP-2025-02768,2025-11-10,2025-11-12,R02,Fleet A,1320,2,2,Y,460588
SHP-2025-02769,2025-11-10,2025-11-12,R01,Fleet B,1196,2,2,Y,438327
SHP-2025-02770,2025-11-10,2025-11-12,R01,Fleet B,654,2,2,Y,294450
SHP-2025-02771,2025-11-10,2025-11-12,R02,Partner Haulage,925,2,2,Y,343675
SHP-2025-02772,2025-11-10,2025-11-11,R05,Fleet A,2695,1,1,Y,735837
SHP-2025-02773,2025-11-11,2025-11-13,R01,Fleet A,2218,2,2,Y,909984
SHP-2025-02774,2025-11-11,2025-11-13,R10,Fleet A,3072,2,2,Y,1018663
SHP-2025-02775,2025-11-11,2025-11-13,R01,Fleet A,2231,2,2,Y,1052584
SHP-2025-02776,2025-11-11,2025-11-14,R09,Fleet A,2329,3,3,Y,1416505
SHP-2025-02777,2025-11-11,2025-11-12,R06,Partner Haulage,2113,1,1,Y,129825
SHP-2025-02778,2025-11-11,2025-11-12,R03,Fleet B,1002,1,1,Y,97263
SHP-2025-02779,2025-11-11,2025-11-13,R06,Partner Haulage,50,1,2,N,17901
SHP-2025-02780,2025-11-11,2025-11-12,R03,Fleet B,3097,1,1,Y,262484
SHP-2025-02781,2025-11-11,2025-11-13,R10,Fleet A,1519,2,2,Y,504225
SHP-2025-02782,2025-11-11,2025-11-17,R09,Partner Haulage,1099,3,6,N,722274
SHP-2025-02783,2025-11-11,2025-11-13,R02,Fleet B,1063,2,2,Y,386382
SHP-2025-02784,2025-11-11,2025-11-13,R10,Fleet B,2121,2,2,Y,681610
SHP-2025-02785,2025-11-11,2025-11-12,R06,Fleet A,2842,1,1,Y,187258
SHP-2025-02786,2025-11-11,2025-11-12,R03,Fleet A,784,1,1,Y,85664
SHP-2025-02787,2025-11-11,2025-11-13,R10,Fleet A,1847,2,2,Y,687244
SHP-2025-02788,2025-11-12,2025-11-14,R04,Fleet A,2588,2,2,Y,903017
SHP-2025-02789,2025-11-12,2025-11-13,R08,Fleet B,1081,1,1,Y,248443
SHP-2025-02790,2025-11-12,2025-11-14,R04,Fleet A,2424,2,2,Y,768901
SHP-2025-02791,2025-11-12,2025-11-13,R08,Fleet B,696,1,1,Y,161325
SHP-2025-02792,2025-11-12,2025-11-17,R10,Fleet A,2067,2,5,N,704508
SHP-2025-02793,2025-11-12,2025-11-14,R10,Fleet B,667,2,2,Y,233831
SHP-2025-02794,2025-11-12,2025-11-13,R05,Fleet A,1228,1,1,Y,354392
SHP-2025-02795,2025-11-12,2025-11-13,R03,Fleet A,2285,1,1,Y,230375
SHP-2025-02796,2025-11-12,2025-11-14,R10,Fleet B,353,2,2,Y,112438
SHP-2025-02797,2025-11-12,2025-11-14,R01,Partner Haulage,1580,2,2,Y,608576
SHP-2025-02798,2025-11-12,2025-11-14,R02,Fleet A,2061,2,2,Y,762896
SHP-2025-02799,2025-11-12,2025-11-13,R08,Fleet B,1125,1,1,Y,255374
SHP-2025-02800,2025-11-12,2025-11-14,R10,Fleet A,3462,2,2,Y,1169763
SHP-2025-02801,2025-11-13,2025-11-15,R02,Fleet A,2985,2,2,Y,1036115
SHP-2025-02802,2025-11-13,2025-11-16,R09,Partner Haulage,868,3,3,Y,584399
SHP-2025-02803,2025-11-13,2025-11-14,R06,Fleet B,1280,1,1,Y,87474
SHP-2025-02804,2025-11-13,2025-11-14,R07,Fleet B,1521,1,1,Y,225543
SHP-2025-02805,2025-11-13,2025-11-14,R08,Fleet A,1353,1,1,Y,306477
SHP-2025-02806,2025-11-13,2025-11-15,R01,Partner Haulage,829,2,2,Y,376001
SHP-2025-02807,2025-11-13,2025-11-15,R01,Fleet A,1236,2,2,Y,518071
SHP-2025-02808,2025-11-13,2025-11-15,R02,Fleet A,2470,2,2,Y,942007
SHP-2025-02809,2025-11-13,2025-11-15,R07,Partner Haulage,3071,1,2,N,475485
SHP-2025-02810,2025-11-13,2025-11-15,R10,Fleet A,2363,2,2,Y,761663
SHP-2025-02811,2025-11-13,2025-11-15,R01,Fleet A,1436,2,2,Y,582837
SHP-2025-02812,2025-11-13,2025-11-15,R01,Fleet B,2369,2,2,Y,834878
SHP-2025-02813,2025-11-14,2025-11-15,R07,Fleet B,2677,1,1,Y,400616
SHP-2025-02814,2025-11-14,2025-11-15,R03,Fleet B,2148,1,1,Y,206979
SHP-2025-02815,2025-11-14,2025-11-16,R08,Fleet B,1323,1,2,N,320303
SHP-2025-02816,2025-11-14,2025-11-15,R07,Fleet B,2241,1,1,Y,331176
SHP-2025-02817,2025-11-14,2025-11-15,R03,Fleet B,3008,1,1,Y,290356
SHP-2025-02818,2025-11-14,2025-11-15,R05,Fleet B,403,1,1,Y,125153
SHP-2025-02819,2025-11-14,2025-11-15,R03,Fleet B,1341,1,1,Y,126308
SHP-2025-02820,2025-11-14,2025-11-15,R03,Fleet B,1829,1,1,Y,172114
SHP-2025-02821,2025-11-14,2025-11-19,R01,Partner Haulage,2629,2,5,N,1084982
SHP-2025-02822,2025-11-14,2025-11-16,R02,Fleet A,2600,2,2,Y,910892
